step,thresholds,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss,utility,downside_risk,selection_score,up_signal_count,down_signal_count,total_signal_count,signal_coverage,overall_signal_accuracy,continuation_sample_count,continuation_coverage,continuation_accepted_accuracy,continuation_accepted_count,reversal_sample_count,reversal_coverage,reversal_accepted_accuracy,reversal_accepted_count,regime,constraint_satisfied,objective,hard_constraint
initial,"{""d0_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d0_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d0_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_us"": {""t_down"": 0.43, ""t_up"": 0.575}}",7468.0,0.7095607927155865,0.6956967213114754,0.6900042176296921,0.6928504694705837,0.649571505088377,0.6931496508775241,0.5525570862426873,0.4474429137573127,0.575,0.43,5299.0,2928.0,2371.0,0.7068491870114831,0.21721574271612615,0.6231985018129538,0.27410283877878955,0.46661437715569637,0.5874290467636598,2928.0,2371.0,5299.0,0.7095607927155865,0.6931496508775241,4825.0,0.7583419689119171,0.9945340256900792,3659.0,2643.0,0.620506999621642,0.020731707317073172,1640.0,,,,
pass0_d0_asia,"{""d0_asia"": {""t_down"": 0.385, ""t_up"": 0.54}, ""d0_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d0_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_us"": {""t_down"": 0.43, ""t_up"": 0.575}}",7468.0,0.7076861274772362,0.6942653545978962,0.6899059024807528,0.6920856285393244,0.649571505088377,0.6923368022705771,0.5576158940397351,0.4423841059602649,0.5733333333333333,0.4278571428571428,5285.0,2947.0,2338.0,0.7068491870114831,0.21721574271612615,0.6231985018129538,0.27222817354043927,0.4666143771556964,0.5834114568004496,2947.0,2338.0,5285.0,0.7076861274772362,0.6923368022705771,4825.0,0.7556476683937824,0.9947888096544159,3646.0,2643.0,0.6201286416950436,0.019524100061012812,1639.0,d0_asia,,,
pass0_d0_asia,"{""d0_asia"": {""t_down"": 0.4, ""t_up"": 0.54}, ""d0_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d0_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_us"": {""t_down"": 0.43, ""t_up"": 0.575}}",7468.0,0.7096946973754686,0.6942653545978962,0.6897577560560986,0.6920115553269974,0.649571505088377,0.6922641509433962,0.5560377358490566,0.4439622641509434,0.5733333333333333,0.42857142857142855,5300.0,2947.0,2353.0,0.7068491870114831,0.21721574271612615,0.6231985018129538,0.27289769683985,0.4673312532538449,0.5839491686887405,2947.0,2353.0,5300.0,0.7096946973754686,0.6922641509433962,4825.0,0.7579274611398964,0.9945310363686082,3657.0,2643.0,0.6216420734014377,0.019476567255021303,1643.0,d0_asia,,,
pass0_d0_asia,"{""d0_asia"": {""t_down"": 0.415, ""t_up"": 0.54}, ""d0_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d0_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_us"": {""t_down"": 0.43, ""t_up"": 0.575}}",7468.0,0.7113015532940546,0.6942653545978962,0.6900634249471459,0.692164389772521,0.649571505088377,0.692394578313253,0.5547816265060241,0.4452183734939759,0.5733333333333333,0.4292857142857143,5312.0,2947.0,2365.0,0.7068491870114831,0.21721574271612615,0.6231985018129538,0.27370112479914305,0.46776085155499686,0.5851304654702655,2947.0,2365.0,5312.0,0.7113015532940546,0.692394578313253,4825.0,0.7593782383419689,0.9945414847161572,3664.0,2643.0,0.6235338630344306,0.02063106796116505,1648.0,d0_asia,,,
pass0_d0_asia,"{""d0_asia"": {""t_down"": 0.425, ""t_up"": 0.54}, ""d0_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d0_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_us"": {""t_down"": 0.43, ""t_up"": 0.575}}",7468.0,0.7114354579539368,0.6942653545978962,0.6897717666948436,0.6920185606463699,0.649571505088377,0.6922642574816488,0.5546772068511199,0.4453227931488801,0.5733333333333333,0.4297619047619048,5313.0,2947.0,2366.0,0.7068491870114831,0.21721574271612615,0.6231985018129538,0.2735672201392608,0.4679039633379247,0.584665319326838,2947.0,2366.0,5313.0,0.7114354579539368,0.6922642574816488,4825.0,0.7593782383419689,0.9945414847161572,3664.0,2643.0,0.6239122209610292,0.020618556701030927,1649.0,d0_asia,,,
pass0_d0_asia,"{""d0_asia"": {""t_down"": 0.43, ""t_up"": 0.54}, ""d0_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d0_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_us"": {""t_down"": 0.43, ""t_up"": 0.575}}",7468.0,0.7121049812533476,0.6942653545978962,0.6900042176296921,0.6921347861137941,0.649571505088377,0.6923655509590071,0.5541556976306883,0.4458443023693118,0.5733333333333333,0.43,5318.0,2947.0,2371.0,0.7068491870114831,0.21721574271612615,0.6231985018129538,0.27396893411890727,0.46804703136246917,0.5853448815205449,2947.0,2371.0,5318.0,0.7121049812533476,0.6923655509590071,4825.0,0.7602072538860104,0.9945474372955289,3668.0,2643.0,0.6242905788876277,0.020606060606060607,1650.0,d0_asia,,,
pass0_d0_asia,"{""d0_asia"": {""t_down"": 0.435, ""t_up"": 0.54}, ""d0_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d0_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_us"": {""t_down"": 0.43, ""t_up"": 0.575}}",7468.0,0.7125066952329941,0.6942653545978962,0.68955349620893,0.691909425403413,0.649571505088377,0.6921631272317234,0.5538432625446345,0.44615673745536555,0.5733333333333333,0.43023809523809525,5321.0,2947.0,2374.0,0.7068491870114831,0.21721574271612615,0.6231985018129538,0.27383502945902516,0.468333036296805,0.5847015013595642,2947.0,2374.0,5321.0,0.7125066952329941,0.6921631272317234,4825.0,0.7604145077720207,0.994548923412374,3669.0,2643.0,0.6250472947408248,0.020581113801452784,1652.0,d0_asia,,,
pass0_d0_asia,"{""d0_asia"": {""t_down"": 0.445, ""t_up"": 0.54}, ""d0_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d0_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_us"": {""t_down"": 0.43, ""t_up"": 0.575}}",7468.0,0.71411355115158,0.6942653545978962,0.6890192791282481,0.6916423168630721,0.649571505088377,0.6919182448903056,0.5525970373148322,0.4474029626851678,0.5733333333333333,0.4307142857142857,5333.0,2947.0,2386.0,0.7068491870114831,0.21721574271612615,0.6231985018129538,0.27410283877878944,0.46904728566147286,0.5843821020992298,2947.0,2386.0,5333.0,0.71411355115158,0.6919182448903056,4825.0,0.7618652849740932,0.9945593035908596,3676.0,2643.0,0.6269390843738176,0.02051901025950513,1657.0,d0_asia,,,
pass0_d0_asia,"{""d0_asia"": {""t_down"": 0.455, ""t_up"": 0.54}, ""d0_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d0_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_us"": {""t_down"": 0.43, ""t_up"": 0.575}}",7468.0,0.7158543117300482,0.6942653545978962,0.6873697373905794,0.6908175459942378,0.649571505088377,0.6911709689487467,0.5512532734754957,0.4487467265245043,0.5733333333333333,0.4311904761904762,5346.0,2947.0,2399.0,0.7068491870114831,0.21721574271612615,0.6231985018129538,0.27370112479914305,0.47018782785760477,0.5821101878503601,2947.0,2399.0,5346.0,0.7158543117300482,0.6911709689487467,4825.0,0.7631088082901555,0.9942965779467681,3682.0,2643.0,0.6295875898600075,0.020432692307692308,1664.0,d0_asia,,,
pass0_d0_asia,"{""d0_asia"": {""t_down"": 0.465, ""t_up"": 0.54}, ""d0_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d0_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_us"": {""t_down"": 0.43, ""t_up"": 0.575}}",7468.0,0.7174611676486342,0.6942653545978962,0.6864371630029034,0.6903512588003997,0.649571505088377,0.690742814483016,0.5500186636804778,0.4499813363195222,0.5733333333333333,0.43166666666666664,5358.0,2947.0,2411.0,0.7068491870114831,0.21721574271612615,0.6231985018129538,0.27370112479914294,0.4710414221963347,0.5810553210436377,2947.0,2411.0,5358.0,0.7174611676486342,0.690742814483016,4825.0,0.764559585492228,0.9940363242071022,3689.0,2643.0,0.6314793794930004,0.02037147992810066,1669.0,d0_asia,,,
