step,thresholds,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss,utility,downside_risk,selection_score,up_signal_count,down_signal_count,total_signal_count,signal_coverage,overall_signal_accuracy,continuation_sample_count,continuation_coverage,continuation_accepted_accuracy,continuation_accepted_count,reversal_sample_count,reversal_coverage,reversal_accepted_accuracy,reversal_accepted_count,regime,constraint_satisfied,objective,hard_constraint
initial,"{""d0_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d0_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d0_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_us"": {""t_down"": 0.43, ""t_up"": 0.575}}",7468.0,0.7055436529191216,0.7023605884365378,0.6947996589940324,0.6985801237152851,0.6501071237279057,0.698994116530651,0.5547542228126779,0.44524577718732206,0.575,0.43,5269.0,2923.0,2346.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2807980717728978,0.46083922421286133,0.6093189490380648,2923.0,2346.0,5269.0,0.7055436529191216,0.698994116530651,4825.0,0.7573056994818653,0.9950738916256158,3654.0,2643.0,0.6110480514566781,0.02910216718266254,1615.0,,,,
pass0_d0_asia,"{""d0_asia"": {""t_down"": 0.385, ""t_up"": 0.54}, ""d0_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d0_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_us"": {""t_down"": 0.43, ""t_up"": 0.575}}",7468.0,0.7043385109801821,0.7012898845892735,0.6953327571305099,0.6983113208598917,0.6501071237279057,0.6986692015209125,0.5600760456273765,0.43992395437262355,0.5733333333333333,0.4278571428571428,5260.0,2946.0,2314.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.27986073915372245,0.46069391781662344,0.6074765225468407,2946.0,2314.0,5260.0,0.7043385109801821,0.6986692015209125,4825.0,0.7558549222797928,0.9950644365231698,3647.0,2643.0,0.6102913356034809,0.02851828890266584,1613.0,d0_asia,,,
pass0_d0_asia,"{""d0_asia"": {""t_down"": 0.4, ""t_up"": 0.54}, ""d0_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d0_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_us"": {""t_down"": 0.43, ""t_up"": 0.575}}",7468.0,0.7060792715586502,0.7012898845892735,0.695745595186936,0.6985177398881048,0.6501071237279057,0.6988431632846577,0.5586952399013844,0.4413047600986156,0.5733333333333333,0.42857142857142855,5273.0,2946.0,2327.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2807980717728977,0.4611296996430357,0.6089351260399531,2946.0,2327.0,5273.0,0.7060792715586502,0.6988431632846577,4825.0,0.757720207253886,0.9950765864332604,3656.0,2643.0,0.6118047673098751,0.02906617192331478,1617.0,d0_asia,,,
pass0_d0_asia,"{""d0_asia"": {""t_down"": 0.415, ""t_up"": 0.54}, ""d0_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d0_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_us"": {""t_down"": 0.43, ""t_up"": 0.575}}",7468.0,0.7070166041778254,0.7012898845892735,0.694515852613539,0.6979028686014063,0.6501071237279057,0.6982954545454545,0.5579545454545455,0.4420454545454545,0.5733333333333333,0.4292857142857143,5280.0,2946.0,2334.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.28039635779325117,0.46185508895354516,0.6071089493212325,2946.0,2334.0,5280.0,0.7070166041778254,0.6982954545454545,4825.0,0.7583419689119171,0.9948073244055753,3659.0,2643.0,0.6133181990162694,0.028994447871684145,1621.0,d0_asia,,,
pass0_d0_asia,"{""d0_asia"": {""t_down"": 0.425, ""t_up"": 0.54}, ""d0_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d0_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_us"": {""t_down"": 0.43, ""t_up"": 0.575}}",7468.0,0.7078200321371184,0.7012898845892735,0.6948717948717948,0.6980808397305343,0.6501071237279057,0.6984487325009459,0.5573212258796821,0.4426787741203178,0.5733333333333333,0.4297619047619048,5286.0,2946.0,2340.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.28093197643277984,0.46200003014303936,0.6080778313927832,2946.0,2340.0,5286.0,0.7078200321371184,0.6984487325009459,4825.0,0.7593782383419689,0.9948144104803494,3664.0,2643.0,0.613696556942868,0.028976572133168926,1622.0,d0_asia,,,
pass0_d0_asia,"{""d0_asia"": {""t_down"": 0.43, ""t_up"": 0.54}, ""d0_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d0_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_us"": {""t_down"": 0.43, ""t_up"": 0.575}}",7468.0,0.7086234600964113,0.7012898845892735,0.6947996589940324,0.6980447717916529,0.6501071237279057,0.6984126984126984,0.5566893424036281,0.4433106575963719,0.5733333333333333,0.43,5292.0,2946.0,2346.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2811997857525441,0.4622897761923073,0.6082760213056674,2946.0,2346.0,5292.0,0.7086234600964113,0.6984126984126984,4825.0,0.7602072538860104,0.9948200654307524,3668.0,2643.0,0.6144532727960651,0.02894088669950739,1624.0,d0_asia,,,
pass0_d0_asia,"{""d0_asia"": {""t_down"": 0.435, ""t_up"": 0.54}, ""d0_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d0_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_us"": {""t_down"": 0.43, ""t_up"": 0.575}}",7468.0,0.7087573647562935,0.7012898845892735,0.6945036216446527,0.6978967531169631,0.6501071237279057,0.6982807481579445,0.5565841677687512,0.4434158322312488,0.5733333333333333,0.43023809523809525,5293.0,2946.0,2347.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.28106588109266206,0.4624345811375007,0.607795983599007,2946.0,2347.0,5293.0,0.7087573647562935,0.6982807481579445,4825.0,0.7602072538860104,0.9948200654307524,3668.0,2643.0,0.6148316307226637,0.028923076923076923,1625.0,d0_asia,,,
pass0_d0_asia,"{""d0_asia"": {""t_down"": 0.445, ""t_up"": 0.54}, ""d0_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d0_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_us"": {""t_down"": 0.43, ""t_up"": 0.575}}",7468.0,0.7106320299946438,0.7012898845892735,0.6929267259635747,0.6971083052764242,0.6501071237279057,0.6975692481628039,0.5551158846806105,0.4448841153193895,0.5733333333333333,0.4307142857142857,5307.0,2946.0,2361.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.28079807177289773,0.46359139240377734,0.6057016510097951,2946.0,2361.0,5307.0,0.7106320299946438,0.6975692481628039,4825.0,0.7616580310880829,0.9945578231292517,3675.0,2643.0,0.6174801362088536,0.028799019607843136,1632.0,d0_asia,,,
pass0_d0_asia,"{""d0_asia"": {""t_down"": 0.455, ""t_up"": 0.54}, ""d0_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d0_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_us"": {""t_down"": 0.43, ""t_up"": 0.575}}",7468.0,0.7125066952329941,0.7012898845892735,0.6926315789473684,0.696960731768321,0.6501071237279057,0.6974252959969931,0.5536553279458748,0.44634467205412515,0.5733333333333333,0.4311904761904762,5321.0,2946.0,2375.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.28133369041242645,0.46431293586360894,0.6059139616456167,2946.0,2375.0,5321.0,0.7125066952329941,0.6974252959969931,4825.0,0.7633160621761658,0.9945696443117024,3683.0,2643.0,0.619750283768445,0.029304029304029304,1638.0,d0_asia,,,
pass0_d0_asia,"{""d0_asia"": {""t_down"": 0.465, ""t_up"": 0.54}, ""d0_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d0_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d1_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d2_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d3_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d4_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d5_us"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_asia"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_europe"": {""t_down"": 0.43, ""t_up"": 0.575}, ""d6_us"": {""t_down"": 0.43, ""t_up"": 0.575}}",7468.0,0.713310123192287,0.7012898845892735,0.6917261654766904,0.696508025032982,0.6501071237279057,0.6970152055565985,0.5530317251736437,0.4469682748263563,0.5733333333333333,0.43166666666666664,5327.0,2946.0,2381.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.281065881092662,0.4648893643113515,0.6045866020381208,2946.0,2381.0,5327.0,0.713310123192287,0.6970152055565985,4825.0,0.7639378238341968,0.9943027672273467,3686.0,2643.0,0.6208853575482406,0.029250457038391225,1641.0,d0_asia,,,
